,LoF_pvalue,LoF.Missense_pvalue,fisher_combine_pvalue,LoF_ACAT_pvalue,Missense_ACAT_pvalue
CD84,0.36328125,0.36328125,0.731131834,0.5,0.964285714
FAM131C,1,1,1,NA,0.888888889
SLAMF1,1,1,1,NA,0.956521739
CD48,1,1,1,NA,0.923076923
SLAMF7,1,1,1,NA,0.952380952
LY9,1,1,1,NA,0.981132075
CD244,1,1,1,NA,0.958333333
ITLN1,0.9375,0.9375,0.998004864,0.5,0.944444444
ITLN2,0.5,0.5,0.84657359,0.5,0.962962963
F11R,1,1,1,NA,0.961538462
USF1,1,0.03125,0.139554247,NA,0.909090909
ARHGAP30,1,1,1,NA,0.988505747
KLHDC9,0.588098526,0.588098526,0.900296971,0.601316315,0.952380952
PFDN2,1,1,1,NA,0.875
NIT1,0.376953125,0.376953125,0.744721575,0.5,0.96875
DEDD,0.026119493,0.012059772,0.039384067,0.026119493,0.928571429
UFC1,1,1,1,NA,0.941176471
USP21,1,1,1,NA,0.974358974
PPOX,1,1,1,NA,0.970588235
B4GALT3,0.5,0.5,0.84657359,0.5,0.970588235
ADAMTS4,0.890625,0.890625,0.993787711,0.875,0.985294118
NDUFS2,1,1,1,NA,0.954545455
FCER1G,1,1,1,NA,0.833333333
APOA2,1,1,1,NA,0.888888889
TOMM40L,1,1,1,NA,0.941176471
NR1I3,0.907533329,0.907533329,0.995586739,0.872058215,0.971428571
EPHA2,1,1,1,NA,0.988636364
PCP4L1,1,1,1,NA,0.8
MPZ,1,1,1,NA,0.875
SDHC,1,1,1,NA,0.875
FCGR2A,1,1,1,NA,0.6875
FCGR3A,1,1,1,NA,0.647583618
MIB2,0.0625,0.0625,0.235786795,0.397583618,0.99009901
FCGR3B,1,1,1,NA,0.5
FCGR2B,1,1,1,NA,0.666666667
FCRLA,0.75,0.75,0.965761554,0.75,0.978723404
FCRLB,0.5,0.5,0.84657359,0.5,0.96
DUSP12,0.5,0.5,0.84657359,0.5,0.962962963
ATF6,0.5,0.5,0.84657359,0.5,0.971428571
OLFML2B,0.261733532,0.261733532,0.612568577,0.5,0.988764045
ARHGEF19,0.5,0.5,0.84657359,0.5,0.981818182
NOS1AP,1,0.759658813,0.944338338,1,0.944444444
C1orf226,1,1,1,NA,0.956521739
SH2D1B,0.6875,0.6875,0.945101746,0.6875,0.8
UHMK1,1,1,1,NA,0.947368421
FBXO42,1,0.5,0.84657359,NA,0.97826087
UAP1,0.5,0.5,0.84657359,0.5,0.952380952
DDR2,1,1,1,NA,0.980769231
HSD17B7,1,1,1,NA,0.75
RGS4,0.25,0.25,0.59657359,0.25,0.954545455
RGS5,1,1,1,NA,0.956521739
NUF2,0.612792969,0.612792969,0.912894926,0.612792969,0.95
CDK11B,0.25,0.125,0.384930193,0.25,0.397583618
SZRD1,1,1,1,NA,0.916666667
SPATA21,0.5,0.5,0.84657359,0.5,0.978723404
NECAP2,0.75,0.75,0.965761554,0.5,0.962962963
PBX1,1,0.5,0.84657359,NA,0.562832958
LMX1A,1,1,1,NA,0.95
RXRG,1,0.25,0.59657359,NA,0.944444444
LRRC52,0.9375,0.9375,0.998004864,0.666666667,0.956521739
MGST3,1,1,1,NA,0.923076923
ALDH9A1,0.323802948,0.323802948,0.688929671,0.833333333,0.976190476
TMCO1,0.5,0.5,0.84657359,0.571662513,0.909090909
UCK2,1,0.709472656,0.952987313,NA,0.888888889
FAM78B,1,0.25390625,0.601958443,NA,0.933333333
POGK,1,0.612792969,0.912894926,NA,0.965517241
TADA1,0.759658813,0.759658813,0.968478292,0.759658813,0.958333333
ILDR2,1,0.88671875,0.964627606,0.5,0.974358974
MAEL,1,1,1,1,0.958333333
SLC35E2B,1,1,1,NA,NA
GPA33,0.894943237,0.894943237,0.994277448,0.883804934,0.973684211
DUSP27,0.942340851,0.942340851,0.998304808,0.857142857,0.991304348
POU2F1,1,1,1,1,0.975
CD247,0.962240651,0.962240651,0.99927797,0.962240651,0.928571429
CREG1,1,1,1,1,0.9
RCSD1,1,1,1,NA,0.976190476
MPZL1,1,1,1,NA,0.888888889
ADCY10,0.094623566,0.094623566,0.317731619,0.875,0.992366412
MPC2,1,1,1,NA,0.397367093
DCAF6,1,1,1,NA,0.977272727
GPR161,0.5,0.5,0.84657359,0.647583618,0.970588235
TIPRL,1,1,1,NA,0.888888889
SFT2D2,0.75,0.75,0.965761554,0.5,0.875
TBX19,0.01953125,0.01953125,0.096401163,0.058173539,0.972972973
XCL2,1,1,1,NA,0.171875
DPT,0.788024902,0.788024902,0.975752598,0.782725734,0.962962963
ATP1B1,1,1,1,NA,0.888888889
NME7,0.572232224,0.572232224,0.891658194,0.75,0.972972973
CROCC,0.5,0.592735291,0.84657359,0.9,0.994565217
BLZF1,0.3125,0.3125,0.675984628,0.666666667,0.961538462
CCDC181,0.971313477,0.971313477,0.99958455,0.857142857,0.970588235
SLC19A2,1,1,1,NA,0.96875
F5,1,1,1,NA,0.993421053
SELP,0.039176941,0.039176941,0.166097182,0.464990017,0.98630137
SELL,1,1,1,1,0.961538462
SELE,1,1,1,1,0.974358974
MFAP2,1,1,1,0.5,0.928571429
METTL18,1,1,1,NA,0.966666667
C1orf112,0.331811905,0.331811905,0.697862492,0.8,0.97826087
SCYL3,1,1,1,NA,0.974358974
ATP13A2,0.828125,0.828125,0.984302062,0.8,0.989010989
KIFAP3,0.5,0.5,0.84657359,0.5,0.972222222
METTL11B,0.376953125,0.376953125,0.744721575,0.321628064,NA
SDHB,1,1,1,1,0.966666667
CDK11A,1,1,1,1,0.8
GORAB,1,1,1,NA,0.979166667
PRRX1,1,1,1,NA,0.933333333
PADI2,0.34375,0.34375,0.710820217,0.666666667,0.985714286
MROH9,0.984375,0.984375,0.999877289,0.75,0.982758621
FMO3,0.960529653,0.960529653,0.99921059,0.909161639,0.982758621
FMO2,0.0625,0.0625,0.235786795,0.5,0.973684211
FMO1,0.1875,0.1875,0.501370581,0.304086724,0.977272727
FMO4,1,1,1,0.75,0.97826087
PRRC2C,0.916465759,0.916465759,0.996409592,0.916465759,0.993939394
MYOC,0.5,0.5,0.84657359,0.833333333,0.977777778
VAMP4,1,1,1,NA,0.909090909
DNM3,1,0.5,0.84657359,NA,0.977272727
PADI1,0.814350983,0.814350983,0.981589214,0.8,0.988235294
C1orf105,1,1,1,NA,0.944444444
PIGC,0.65625,0.65625,0.932671336,0.853281891,0.933333333
PADI3,0.314529419,0.314529419,0.678338573,0.666666667,0.987804878
SUCO,0.5,0.5,0.84657359,0.5,0.983606557
FASLG,1,1,1,NA,0.928571429
TNFSF18,1,1,1,NA,0.941176471
PADI4,0.08984375,0.08984375,0.306338728,0.368990615,0.986111111
TNFSF4,1,1,1,NA,0.8
PRDX6,0.5,0.5,0.84657359,0.5,0.916666667
SLC9C2,1,1,1,1,0.982142857
ANKRD45,1,1,1,NA,0.941176471
KLHL20,0.5,0.8125,0.823915173,0.5,0.941176471
CENPL,1,1,1,1,0.9375
DARS2,0.285794094,0.285794094,0.643746532,0.875,0.96969697
ZBTB37,1,1,1,NA,0.962962963
SERPINC1,1,1,1,NA,0.972972973
RC3H1,0.5,0.584094048,0.700372292,0.5,0.982142857
RCC2,1,0.772750854,0.971964937,NA,0.916666667
RABGAP1L,0.34375,0.34375,0.710820217,0.447665706,0.977272727
GPR52,0.5,0.5,0.84657359,0.5,0.944444444
CACYBP,1,1,1,NA,0.75
MRPS14,0.11328125,0.11328125,0.359994402,0.278695275,0.947368421
TNN,0.225690416,0.225690416,0.561651152,0.923076923,0.993006993
NADK,0.580590129,0.580590129,0.896262921,0.580590129,0.976744186
TNR,0.25,0.1875,0.384930193,0.5,0.992537313
ARHGEF10L,1,1,1,NA,0.991150442
PAPPA2,1,1,1,0.5,0.993548387
ASTN1,1,1,1,NA,0.99
BRINP2,1,1,1,NA,0.983870968
SEC16B,0.988769531,0.988769531,0.999936701,0.857142857,0.990196078
RASAL2,1,1,1,NA,0.988372093
ACTL8,1,1,1,NA,0.966666667
TEX35,0.9375,0.9375,0.998004864,0.666666667,0.9375
GNB1,1,1,1,NA,0.8
RALGPS2,1,1,1,NA,0.958333333
ANGPTL1,1,1,1,NA,0.975609756
FAM20B,0.75,0.75,0.965761554,0.5,0.964285714
TOR3A,0.347002047,0.347002047,0.71427755,0.888888889,0.976744186
ABL2,0.57472299,0.4339697,0.53583802,0.5,0.980392157
SOAT1,0.846271873,0.846271873,0.987527011,0.984301172,0.975
AXDND1,0.704973334,0.704973334,0.951428699,0.875,0.984615385
NPHS2,0.8125,0.8125,0.981206984,0.831326703,0.962962963
TDRD5,0.685470581,0.685470581,0.944338338,0.685470581,0.980769231
FAM163A,1,1,1,NA,0.916666667
TOR1AIP2,0.5,0.5,0.84657359,0.5,0.965517241
TOR1AIP1,0.75,0.75,0.965761554,0.5,0.979591837
CEP350,1,1,1,NA,0.99543379
QSOX1,0.5,0.5,0.84657359,0.5,0.985294118
LHX4,0.75,0.75,0.965761554,0.75,0.973684211
ACBD6,1,1,1,1,0.947368421
XPR1,1,0.6875,0.945101746,NA,0.961538462
KIAA1614,0.759658813,0.759658813,0.968478292,0.8,0.991525424
STX6,1,1,1,NA,0.971428571
MR1,1,1,1,NA,0.944444444
IGSF21,1,1,1,NA,0.982758621
IER5,1,0.34375,0.710820217,NA,0.96
CACNA1E,1,0.721401453,0.956981948,NA,0.992647059
ZNF648,1,1,1,NA,0.98
GLUL,1,1,1,NA,0.933333333
TEDDM1,1,1,1,NA,0.928571429
RGSL1,0.916465759,0.916465759,0.996409592,0.92756813,NA
RNASEL,0.989969196,0.989969196,0.999949522,0.75,0.982142857
RGS16,0.5,0.5,0.84657359,0.5,0.944444444
RGS8,1,1,1,NA,0.909090909
NPL,0.797483877,0.797483877,0.977949423,0.666666667,0.95
DHX9,1,1,1,NA,0.944444444
SHCBP1L,0.292332356,0.292332356,0.651861373,0.833333333,0.982758621
LAMC1,1,1,1,NA,0.992592593
LAMC2,0.36328125,0.36328125,0.731131834,0.666666667,0.991596639
NMNAT2,1,0.25,0.59657359,NA,0.909090909
SMG7,1,0.5,0.84657359,NA,0.984615385
NCF2,1,1,1,NA,0.954545455
ARPC5,1,1,1,NA,0.833333333
APOBEC4,1,1,1,NA,0.962962963
RGL1,1,1,1,NA,0.975609756
COLGALT2,0.5,0.5,0.84657359,0.5,0.981132075
TSEN15,1,1,1,NA,0.888888889
C1orf21,1,1,1,NA,0.8
EDEM3,1,1,1,NA,0.98
FAM129A,0.6875,0.6875,0.945101746,0.666666667,0.98630137
KLHDC7A,1,1,1,NA,0.983050847
RNF2,1,0.5,0.84657359,NA,0.647583618
TRMT1L,1,1,1,NA,0.973684211
SWT1,0.75,0.75,0.965761554,0.75,0.984375
IVNS1ABP,1,1,1,NA,0.965517241
HMCN1,0.927001953,0.927001953,0.997268336,0.888888889,0.997635934
PRG4,1,1,1,NA,0.986486486
TPR,1,1,1,NA,0.989690722
PAX7,1,1,1,NA,0.973684211
PDC,0.5,0.5,0.84657359,0.5,0.923076923
PTGS2,1,1,1,NA,0.95
PLA2G4A,1,1,1,NA,0.972972973
TAS1R2,0.376953125,0.376953125,0.744721575,0.75,0.990384615
ALDH4A1,0.5,0.5,0.84657359,0.666666667,0.986111111
IFFO2,1,0.98046875,0.999808011,NA,0.956521739
BRINP3,1,1,1,NA,0.982758621
UBR4,1,0.5,0.84657359,NA,0.996587031
CALML6,0.25,0.25,0.59657359,0.25,0.954545455
TMEM52,0.25,0.089782715,0.195155017,0.5,0.961538462
RGS18,1,1,1,NA,0.95
EMC1,0.820358276,0.820358276,0.982800792,0.8,0.986666667
RGS21,0.109375,0.109375,0.351418915,0.220218179,0.95119918
MRTO4,1,1,1,NA,0.958333333
RGS1,0.5,0.5,0.84657359,0.5,0.9375
RGS13,0.5,0.5,0.84657359,0.5831273,0.9
AKR7L,0.5,0.5,0.84657359,0.647583618,0.5
RGS2,0.6875,0.6875,0.945101746,0.779781821,0.944444444
AKR7A3,1,1,1,1,0.933333333
UCHL5,1,1,1,NA,0.916666667
AKR7A2,1,1,1,1,0.96
TROVE2,0.5,0.5,0.84657359,0.5,0.977272727
GLRX2,1,1,1,NA,0.947368421
CDC73,1,0.171875,0.47454478,NA,0.833333333
PQLC2,0.75,0.75,0.965761554,0.5,0.966666667
B3GALT2,1,1,1,NA,0.944444444
CAPZB,1,0.604736328,0.908896167,NA,0.833333333
MINOS1,1,1,1,NA,0.888888889
KCNT2,1,0.25,0.59657359,NA,0.965517241
NBL1,0.8125,0.8125,0.981206984,0.8125,0.923076923
CFH,1,1,1,NA,0.983333333
HTR6,1,0.5,0.84657359,NA,0.976744186
CFHR3,0.25,0.25,0.59657359,0.25,0.8
CFHR1,1,1,1,NA,0.5
TMCO4,0.932421775,0.932421775,0.997663344,0.921762538,0.984375
CFHR4,1,1,1,NA,0.971428571
CFHR2,0.5,0.5,0.84657359,0.5,0.933333333
CFHR5,1,1,1,NA,0.979166667
F13B,0.96875,0.96875,0.999506551,0.666666667,0.973684211
ASPM,0.715913794,0.715913794,0.955168976,0.944444444,NA
ZBTB41,1,0.25,0.59657359,NA,0.96969697
CRB1,0.74609375,0.74609375,0.964627606,0.798273339,0.988235294
DENND1B,1,1,1,1,0.962962963
C1orf53,1,1,1,1,0.875
LHX9,1,1,1,NA,0.944444444
RNF186,1,1,1,NA,0.96875
NEK7,1,1,1,NA,0.9
ATP6V1G3,1,1,1,NA,0.875
PTPRC,1,1,1,NA,0.988095238
OTUD3,0.9375,0.9375,0.998004864,0.666666667,0.952380952
PLA2G2E,0.274414063,0.274414063,0.629263589,0.274414063,0.909090909
PLA2G2A,0.5,0.5,0.84657359,0.5,0.928571429
NR5A2,0.875,0.875,0.991839969,0.5,0.952380952
ZNF281,1,1,1,NA,0.976744186
KIF14,0.5,0.5,0.84657359,0.5,0.991452991
DDX59,0.125,0.125,0.384930193,0.352416382,0.970588235
CAMSAP2,1,0.875,0.991839969,NA,0.983606557
PLA2G5,1,1,1,1,0.928571429
GPR25,1,0.8125,0.981206984,NA,0.928571429
KIF21B,1,1,1,1,0.991525424
CACNA1S,0.376953125,0.376953125,0.744721575,0.888888889,0.994505495
TMEM9,1,1,1,NA,0.857142857
PLA2G2D,1,1,1,NA,0.9
IGFN1,0.928067456,0.928067456,0.997348489,0.9,NA
PKP1,1,1,1,NA,0.987804878
TNNT2,0.5,0.5,0.84657359,0.5,0.909090909
LAD1,1,1,1,1,0.983870968
PLA2G2F,0.709472656,0.709472656,0.952987313,0.75,0.947368421
TNNI1,1,0.9375,0.993787711,1,0.9375
PHLDA3,1,0.75,0.965761554,NA,0.865433238
CSRP1,1,1,1,1,0.916666667
PLA2G2C,0.859479242,0.859479242,0.989628985,0.859479242,0.9
NAV1,1,0.791153905,0.976491802,NA,0.989690722
IPO9,1,1,1,NA,0.970588235
SHISA4,0.5,0.5,0.84657359,0.5,0.95
LMOD1,1,1,1,NA,0.976190476
UBXN10,0.96875,0.96875,0.999506551,0.5,0.96
TIMM17A,1,1,1,NA,0.916666667
RNPEP,0.5,0.5,0.84657359,0.833333333,0.981132075
ELF3,0.5,0.131587982,0.306283571,0.5,0.965517241
GPR37L1,1,1,1,NA,0.975
ARL8A,1,1,1,NA,0.5
PTPN7,0.797563553,0.797563553,0.97796745,0.83004604,0.978723404
LGR6,1,1,1,1,0.988636364
UBE2T,0.6875,0.6875,0.945101746,0.666666667,0.923076923
PPP1R12B,1,1,1,NA,0.978723404
GABRD,0.5,0.5,0.74281097,0.5,0.966666667
SYT2,1,0.193847656,0.511890153,NA,0.944444444
KDM5B,0.63671875,0.74609375,0.92415094,0.75,0.988764045
RABIF,1,1,1,NA,0.916666667
KLHL12,1,0.875,0.84657359,1,0.956521739
ADIPOR1,1,0.5,0.84657359,NA,0.909090909
CYB5R1,0.75,0.75,0.965761554,0.75,0.965517241
TMEM183A,0.5,0.5,0.74281097,0.5,0.875
PPFIA4,0.63671875,0.63671875,0.92415094,0.75,0.982142857
MYOG,1,1,1,NA,0.944444444
VWA5B1,0.654981017,0.654981017,0.932135596,0.875,NA
ADORA1,1,1,1,NA,0.95
MYBPH,0.685470581,0.685470581,0.944338338,0.666666667,0.981132075
CHI3L1,0.6875,0.6875,0.945101746,0.779781821,0.979591837
CHIT1,0.230695591,0.230695591,0.569046716,0.441201818,0.983050847
BTG2,1,1,1,NA,0.888888889
FMOD,1,1,1,1,0.980392157
PRELP,0.5,0.5,0.84657359,0.5,0.971428571
OPTC,1,1,1,NA,0.977272727
ATP2B4,1,0.430025033,0.792928257,NA,0.988372093
LAX1,1,1,1,NA,0.972222222
ZBED6,1,1,1,1,NA
ZC3H11A,1,1,1,NA,0.952380952
SOX13,0.8125,0.890625,0.981206984,0.8125,0.977272727
ETNK2,0.3125,0.3125,0.675984628,0.5,0.95
REN,0.5,0.5,0.84657359,0.5,0.974358974
KISS1,1,1,1,NA,0.916666667
GOLT1A,1,1,1,NA,0.928571429
PLEKHA6,1,1,1,NA,0.991452991
PPP1R15B,1,1,1,NA,0.981818182
PIK3C2B,0.25,0.25,0.59657359,0.5,0.993288591
MDM4,1,0.9375,0.998004864,NA,0.956521739
LRRN2,1,1,1,NA,0.981132075
CAMK2N1,1,1,1,NA,0.666666667
NFASC,1,1,1,1,0.989690722
MUL1,0.5,0.5,0.84657359,0.5,0.954545455
CNTN2,0.604736328,0.604736328,0.908896167,0.604736328,0.989583333
TMEM81,1,1,1,NA,0.952380952
RBBP5,1,1,1,NA,0.833333333
DSTYK,0.846271873,0.846271873,0.987527011,0.5,0.980769231
TMCC2,1,1,1,NA,0.979166667
NUAK2,0.150878906,0.166152954,0.359728481,0.75,0.98245614
KLHDC8A,0.9375,0.9375,0.998004864,0.5,0.967741935
LEMD1,0.5,0.5,0.84657359,0.868857405,0.941176471
CDK18,0.25,0.25,0.59657359,0.5,0.976190476
PRKCZ,0.65625,0.612792969,0.793467067,0.65625,0.970588235
ELK4,1,1,1,NA,0.964285714
SLC45A3,0.5,0.5,0.84657359,0.5,0.976190476
NUCKS1,1,1,1,NA,0.857142857
SLC41A1,1,1,1,NA,0.961538462
PM20D1,0.3125,0.3125,0.675984628,0.5,0.976744186
CDA,1,1,1,NA,0.973281129
SLC26A9,1,1,1,NA,0.989361702
CTSE,1,1,1,NA,NA
AVPR1B,1,1,1,NA,NA
PINK1,0.7734375,0.7734375,0.972141648,0.8,0.984126984
IKBKE,1,1,1,NA,0.983050847
DDOST,1,1,1,NA,0.974358974
EIF2D,0.3125,0.3125,0.675984628,0.666666667,0.976744186
DYRK3,0.36328125,0.36328125,0.731131834,0.5,0.973684211
KIF17,0.323802948,0.411901474,0.688929671,0.857142857,0.992125984
MAPKAPK2,1,0.014479637,0.075801074,NA,0.941176471
IL10,1,1,1,NA,0.888888889
IL19,1,1,1,NA,0.909090909
IL20,0.5,0.5,0.84657359,0.5,0.958333333
IL24,1,1,1,NA,0.916666667
PIGR,0.875,0.875,0.991839969,0.875,0.984615385
FCAMR,0.314529419,0.314529419,0.678338573,0.666666667,0.975
C1orf116,0.240341187,0.240341187,0.582994596,0.5,0.983870968
YOD1,0.875,0.875,0.991839969,0.875,0.947368421
PFKFB2,0.63671875,0.598190308,0.771437696,0.666666667,0.965517241
C4BPB,0.5,0.5,0.84657359,0.5,0.947368421
C4BPA,1,1,1,NA,0.962962963
SH2D5,1,1,1,1,0.982142857
CD55,0.75,0.75,0.965761554,0.75,0.965517241
HP1BP3,0.5,0.5,0.84657359,0.5,0.947368421
CR2,0.75,0.75,0.965761554,0.5,0.989010989
CR1,0.16111816,0.349441714,0.438927023,0.888888889,0.984848485
CR1L,0.1875,0.1875,0.501370581,0.352416382,0.947368421
CD46,1,1,1,0.5,0.958333333
CD34,0.75,0.75,0.965761554,0.5,0.967741935
PLXNA2,0.8125,0.623046875,0.772194534,0.5,0.993055556
EIF4G3,0.875,0.6875,0.799171876,0.875,0.988095238
CAMK1G,0.5,0.5,0.74281097,0.5,0.964285714
LAMB3,0.5,0.5,0.84657359,0.875,0.994186047
G0S2,1,1,1,NA,0.356354068
HSD11B1,1,1,1,NA,0.916666667
TRAF3IP3,0.5,0.5,0.84657359,0.666666667,0.971428571
C1orf74,0.5,0.5,0.84657359,0.647583618,0.933333333
IRF6,1,0.5,0.84657359,NA,0.941176471
SYT14,1,1,1,NA,0.96875
SERTAD4,1,1,1,NA,0.972222222
HHAT,0.75,0.75,0.965761554,0.5,0.981132075
KCNH1,0.9375,0.8125,0.823915173,0.5,0.97826087
RCOR3,1,0.8125,0.981206984,NA,0.941176471
TRAF5,0.3125,0.3125,0.675984628,0.5,0.974358974
RD3,1,1,1,NA,0.947368421
SLC30A1,1,1,1,NA,0.9375
NEK2,1,1,1,1,0.923076923
LPGAT1,1,1,1,NA,0.888888889
INTS7,1,1,1,NA,0.977272727
DTL,1,1,1,NA,0.962962963
ECE1,1,1,1,NA,0.979591837
PPP2R5A,1,1,1,1,0.875
TMEM206,0.676197052,0.676197052,0.940773179,0.721304725,0.979591837
NENF,0.9375,0.9375,0.998004864,0.9375,0.9
ATF3,1,0.3125,0.675984628,NA,0.923076923
BATF3,0.91015625,0.91015625,0.995837441,0.91015625,0.857142857
NSL1,1,1,1,NA,0.956521739
TATDN3,1,1,1,1,0.933333333
FLVCR1,1,0.875,0.991839969,NA,0.974358974
VASH2,1,1,1,NA,0.954545455
ANGEL2,0.756574879,0.756574879,0.967624294,0.753962175,0.966666667
RPS6KC1,0.875,0.875,0.991839969,0.666666667,0.98630137
PROX1,1,0.5,0.84657359,NA,0.952380952
SMYD2,0.75,0.75,0.965761554,0.5,0.952380952
PTPN14,1,1,1,NA,0.989130435
NBPF3,1,0.25,0.59657359,NA,0.9375
CENPF,0.422509491,0.422509491,0.786519741,0.923076923,0.995633188
KCNK2,1,1,1,NA,0.933333333
ALPL,1,1,1,1,0.970588235
KCTD3,1,0.725585938,0.958336319,NA,0.965517241
USH2A,0.774309584,0.774309584,0.972365204,0.916666667,0.998011928
RAP1GAP,1,1,1,NA,0.98
ESRRG,1,0.875,0.991839969,NA,0.947368421
USP48,1,0.5,0.84657359,NA,0.972222222
GPATCH2,0.9375,0.9375,0.998004864,0.8,0.96969697
SPATA17,0.109375,0.109375,0.351418915,0.278715975,0.965517241
LDLRAD2,1,1,1,NA,0.958333333
HSPG2,0.376953125,0.376953125,0.744721575,0.569757347,0.998031496
RRP15,0.75,0.75,0.965761554,0.75,0.96875
TGFB2,1,1,1,NA,0.941176471
LYPLAL1,0.875,0.875,0.991839969,0.666666667,0.96875
CELA3B,1,1,1,NA,0.875
SLC30A10,0.5,0.255687891,0.442907139,0.5,0.964285714
EPRS,1,1,1,1,0.987804878
CELA3A,0.6875,0.6875,0.945101746,0.5,0.916666667
BPNT1,1,1,1,NA,0.944444444
IARS2,0.5,0.5,0.84657359,0.5,0.985915493
RAB3GAP2,1,1,1,NA,0.987341772
MARK1,1,0.6875,0.84657359,1,0.973684211
C1orf115,1,1,1,NA,0.928571429
2-Mar,1,1,1,NA,0.96969697
1-Mar,0.592735291,0.592735291,0.902740216,0.704486749,0.96969697
HLX,1,1,1,NA,0.972972973
WNT4,0.5,0.8125,0.823915173,0.5,0.96
DUSP10,1,1,1,NA,0.965517241
HHIPL2,0.193847656,0.193847656,0.511890153,0.666666667,0.982758621
TAF1A,1,1,1,NA,0.972222222
MIA3,0.806152344,0.5,0.52937671,0.83033555,0.992592593
AIDA,1,1,1,NA,0.666666667
BROX,1,1,1,0.666666667,0.954545455
FAM177B,0.890625,0.890625,0.993787711,0.890625,0.909090909
SKI,1,0.604736328,0.908896167,NA,0.977272727
DISP1,1,1,1,NA,0.991596639
TLR5,1,1,1,NA,0.985714286
SUSD4,1,1,1,1,0.972222222
CAPN8,0.171875,0.171875,0.47454478,0.355518597,0.981818182
CAPN2,0.36328125,0.36328125,0.731131834,0.833333333,0.988636364
TP53BP2,1,0.894980192,0.994281549,NA,0.9875
FBXO28,1,1,1,NA,0.944444444
DEGS1,1,1,1,1,0.958333333
NVL,0.74609375,0.74609375,0.964627606,0.75,0.981132075
CNIH4,1,1,1,NA,0.916666667
WDR26,1,0.5,0.84657359,NA,0.916666667
CNIH3,0.5,0.5,0.84657359,0.5,0.916666667
ZBTB40,0.96484375,0.96484375,0.999374647,0.5,0.987654321
DNAH14,0.866797203,0.866797203,0.990706068,0.947368421,0.96969697
LBR,0.5,0.5,0.84657359,0.5,0.984375
ENAH,1,1,1,NA,0.971428571
EPHA8,1,1,1,1,0.992424242
SRP9,1,1,1,NA,0.0625
EPHX1,0.890625,0.890625,0.993787711,0.8,0.979166667
TMEM63A,0.290527344,0.290527344,0.649635869,0.8,0.983870968
LEFTY1,0.6875,0.8125,0.945101746,0.6875,0.9
PYCR2,1,1,1,NA,0.952380952
LEFTY2,0.25,0.25,0.59657359,0.25,0.857142857
SDE2,1,1,1,NA,0.970588235
ACBD3,1,1,1,NA,0.96
MIXL1,1,1,1,NA,0.9
LIN9,1,1,1,NA,0.956521739
PARP1,0.75,0.75,0.965761554,0.75,0.985915493
C1QA,1,1,1,1,0.9375
C1QC,1,1,1,NA,0.954545455
C1QB,1,1,1,NA,0.916666667
ITPKB,1,0.989257813,0.999942095,NA,0.987341772
PSEN2,1,1,1,NA,0.98
CDC42BPA,0.6875,0.8125,0.945101746,0.666666667,0.99009901
ZNF678,1,1,1,NA,0.964285714
JMJD4,0.63671875,0.63671875,0.92415094,0.63671875,0.979166667
SNAP47,1,1,1,1,0.975609756
EPHB2,1,1,1,NA,0.984615385
PRSS38,0.75,0.75,0.965761554,0.5,0.978723404
WNT9A,1,1,1,NA,0.972222222
WNT3A,1,1,1,NA,0.944444444
ARF1,1,1,1,NA,0.96484375
C1orf35,1,0.5,0.84657359,NA,0.916666667
MRPL55,1,1,1,NA,0.956521739
GUK1,0.7734375,0.7734375,0.972141648,0.75,0.962962963
IBA57,0.5,0.5,0.84657359,0.5,0.947368421
OBSCN,0.230396236,0.135676184,0.213758676,0.974358974,0.999020568
TRIM11,1,1,1,NA,0.96875
TRIM17,0.7734375,0.7734375,0.972141648,0.5,0.978723404
HIST3H3,0.973760605,0.973760605,0.999652696,0.666666667,0.952380952
HIST3H2A,1,0.251722336,0.598955335,NA,0.909090909
HIST3H2BB,0.015625,0.015625,0.080607548,0.015625,0.8
RHOU,1,1,1,NA,0.909090909
RAB4A,1,1,1,NA,0.941176471
CCSAP,1,1,1,NA,0.9
ACTA1,0.5,0.5,0.84657359,0.5,NA
NUP133,0.5,0.5,0.84657359,0.5,0.987804878
ABCB10,1,1,1,1,0.966666667
LACTBL1,0.5,0.5,0.84657359,0.647583618,NA
TAF5L,1,0.34375,0.710820217,NA,0.956521739
URB2,0.9375,0.9375,0.998004864,0.8,0.99270073
GALNT2,1,1,1,NA,0.964285714
KDM1A,1,0.125,0.384930193,NA,0.944444444
PGBD5,1,1,1,NA,0.96
COG2,1,1,1,NA,0.981481481
AGT,1,1,1,NA,0.98245614
CAPN9,0.650558286,0.650558286,0.930249156,0.583788202,0.989130435
C1orf198,1,0.6875,0.945101746,NA,0.967741935
LUZP1,0.36328125,0.36328125,0.731131834,0.602416382,0.985714286
TTC13,0.3125,0.114761472,0.228501365,0.602416382,0.979166667
ARV1,1,1,1,NA,0.952380952
FAM89A,0.676197052,0.676197052,0.940773179,0.898022649,0.9375
TRIM67,1,1,1,1,0.979591837
C1orf131,0.5,0.5,0.84657359,0.5,0.956521739
GNPAT,0.5,0.5,0.84657359,0.5,0.976744186
EXOC8,0.5,0.5,0.84657359,0.5,0.965517241
SPRTN,1,1,1,NA,0.961538462
EGLN1,1,0.14453125,0.424092198,NA,0.941176471
TSNAX,1,1,1,NA,0.909090909
DISC1,0.961593628,0.961593628,0.999252848,0.947714315,0.983333333
